student_id,student_first_name,student_last_name,student_gender,student_geo_latitude,student_geo_longitude,student_travel_time_minutes,student_travel_distance_km,student_future_school_id,student_class_id
420,Sonia,Klorek,F,52.183,20.978,30,1.93,10,14
421,Monika,Olkowicz,F,52.22,20.898,40,6.11,13,15
422,Alan,Jakiel,M,52.148,20.935,26,5.87,19,15
423,Róża,Giedrojć,F,52.242,20.52,22,26.08,4,15
424,Aleksander,Chwała,M,52.191,20.779,31,11.48,4,15
425,Tymon,Martynowicz,M,52.17,20.977,34,2.63,7,15
426,Konrad,Ryznar,M,52.273,20.73,38,17.16,19,15
427,Natan,Miszkiel,M,52.246,21.389,36,21.77,5,15
428,Radosław,Pleban,M,52.271,20.934,33,6.83,8,15
429,Sebastian,Kość,M,52.003,21.098,24,14.74,14,15
430,Rafał,Jany,M,52.131,20.765,27,15.23,11,15
431,Kornelia,Lada,F,52.308,21.093,22,10.03,7,15
432,Marek,Bulczak,M,52.087,21.385,40,24.93,4,15
433,Aniela,Cader,F,52.032,21.014,26,9.07,2,15
434,Alex,Tutka,M,52.277,20.875,23,10.09,19,15
435,Kamil,Goliszek,M,52.227,21.129,24,7.84,9,15
436,Mikołaj,Linkiewicz,M,52.289,21.024,37,5.65,20,15
437,Mikołaj,Panasiewicz,M,52.17,20.769,37,13.04,9,15
438,Franciszek,Kinal,M,52.25,21.316,29,18.32,17,15
439,Emil,Bobak,M,52.148,21.007,28,2.98,20,15
440,Ewelina,Rzeźniczek,F,52.182,20.777,21,12.03,12,15
441,Justyna,Mzyk,F,52.215,21.07,37,4.25,15,15
442,Leon,Domek,M,52.311,21.082,35,9.61,2,15
443,Jakub,Fabiszak,M,52.063,20.847,27,14.53,7,15
444,Julita,Ceran,F,52.235,21.227,37,13.07,19,15
445,Daniel,Megger,M,51.988,20.765,40,22.34,2,15
446,Kaja,Kuryłowicz,F,52.322,20.991,37,6.54,10,15
447,Krystian,Bryndza,M,52.206,21.073,29,3.96,10,15
448,Oliwier,Łuczyk,M,52.193,21.072,23,3.93,17,15
449,Kazimierz,Famuła,M,52.249,21.219,40,13.39,6,15
450,Kajetan,Morek,M,52.171,21.351,40,18.99,16,15
451,Roksana,Rząca,F,52.218,21.134,29,7.61,9,16
452,Sebastian,Mielke,M,52.0,20.684,37,25.82,19,16
453,Aleksander,Suchoń,M,52.202,21.002,39,0.25,19,16
454,Michał,Duszczyk,M,52.061,21.181,26,16.0,18,16
455,Ada,Brejnak,F,52.205,20.937,25,3.43,3,16
456,Melania,Bączkiewicz,F,52.237,20.577,31,22.97,4,16
457,Jakub,Martin,M,52.234,20.931,26,5.17,7,16
458,Paweł,Rubacha,M,52.11,21.186,26,13.8,11,16
459,Nataniel,Mikłaszewicz,M,52.178,20.911,28,5.55,19,16
460,Eliza,Guźniczak,F,52.296,21.29,35,19.31,14,16
461,Maurycy,Mueller,M,52.278,20.917,27,8.01,9,16
462,Kazimierz,Huber,M,52.066,21.206,23,16.99,10,16
463,Nela,Droździk,F,52.205,21.075,25,4.02,17,16
464,Klara,Budkiewicz,F,52.157,21.015,25,2.93,16,16
465,Nicole,Walenciak,M,52.217,21.194,28,10.58,12,16
466,Łukasz,Pociask,M,52.291,20.98,27,5.56,12,16
467,Ada,Gęca,F,52.353,20.783,29,18.53,1,16
468,Patryk,Misiarz,M,52.197,20.885,37,5.88,18,16
469,Aleks,Tywoniuk,M,52.386,20.991,38,9.72,5,16
470,Adam,Plewnia,M,52.431,20.929,39,15.12,5,16
471,Alex,Karczmarz,M,52.283,21.124,37,10.37,7,16
472,Janina,Kosznik,F,52.115,21.113,23,9.87,4,16
473,Nicole,Grądziel,M,52.394,21.1,21,14.71,4,16
474,Aleksander,Koj,M,52.239,20.76,39,13.95,20,16
475,Marcin,Talaśka,M,52.045,20.971,23,9.2,20,16
476,Gaja,Ciepłuch,F,52.151,20.785,22,13.18,16,16
477,Grzegorz,Kurnik,M,52.396,20.846,20,17.5,15,16
478,Antoni,Trąbka,M,52.123,20.781,24,14.82,6,16
479,Bianka,Wyrwich,F,52.301,21.146,36,12.32,12,16
480,Aurelia,Boguś,F,52.118,20.853,30,11.47,17,16
481,Łukasz,Smoter,M,52.075,21.143,34,13.4,12,17
482,Jacek,Adamiuk,M,52.115,21.228,30,15.64,11,17
483,Bianka,Toborek,F,52.34,21.109,27,12.47,6,17
484,Julianna,Thiel,F,52.132,21.266,20,16.7,17,17
485,Wiktor,Fogel,M,52.318,20.835,34,14.15,19,17
486,Sylwia,Kacperczyk,F,52.36,20.622,32,26.9,15,17
487,Apolonia,Łaszczyk,F,52.121,20.78,29,14.99,13,17
488,Olaf,Szyma,M,52.293,20.836,39,12.87,3,17
489,Monika,Marcol,F,52.202,20.778,37,11.17,9,17
490,Kacper,Pasich,M,52.077,20.689,25,21.72,9,17
491,Mariusz,Karnas,M,52.174,21.178,35,10.19,5,17
492,Wiktor,Wujec,M,52.255,21.214,33,13.47,2,17
493,Mariusz,Koleśnik,M,52.16,21.243,25,14.15,12,17
494,Tomasz,Ziemkiewicz,M,52.277,21.258,34,16.79,6,17
495,Iwo,Czerepak,M,52.29,20.75,25,17.0,8,17
496,Nicole,Kalota,M,52.067,21.024,34,7.85,14,17
497,Aurelia,Pasztaleniec,F,52.164,20.919,32,5.88,3,17
498,Hubert,Jeske,M,52.051,20.993,39,7.78,9,17
499,Jan,Kózka,M,52.2,20.671,31,16.49,2,17
500,Borys,Strządała,M,52.175,21.119,37,7.19,10,17
501,Dominik,Kulisz,M,52.197,20.961,38,2.13,2,17
502,Paweł,Wasil,M,52.079,20.886,37,11.75,5,17
503,Tomasz,Jerzyk,M,52.057,20.946,28,9.87,17,17
504,Olaf,Dziwak,M,52.191,20.814,29,9.73,1,17
505,Tadeusz,Janoszka,M,52.139,21.154,28,10.76,11,17
506,Krzysztof,Golda,M,52.144,21.201,22,12.83,4,17
507,Róża,Smykla,F,52.163,21.522,24,27.96,16,17
508,Adam,Machowiak,M,52.122,20.742,39,16.8,8,17
509,Bianka,Kurbiel,F,52.285,20.838,22,12.34,1,17
510,Jakub,Kucewicz,M,52.12,20.878,24,10.11,2,17
511,Aleks,Porzucek,M,52.106,21.156,26,12.49,20,18
512,Natan,Burchard,M,52.235,21.381,37,20.79,5,18
513,Aleks,Pachnik,M,52.243,21.064,32,5.36,16,18
514,Julian,Szajna,M,52.063,21.016,21,7.67,20,18
515,Karina,Balcewicz,F,52.294,21.056,27,7.54,6,18
516,Bartek,Surdyk,M,52.078,20.782,31,17.0,17,18
517,Dariusz,Buś,M,52.206,20.812,20,9.72,3,18
518,Ignacy,Sztuczka,M,52.222,21.421,27,22.16,16,18
519,Angelika,Sporek,F,52.375,21.029,25,10.23,8,18
520,Marianna,Maruszczak,F,52.229,21.397,23,21.29,20,18
521,Gabriel,Tekieli,M,52.046,20.942,34,10.62,11,18
522,Sebastian,Stróż,M,52.223,21.042,29,3.23,3,18
523,Dominik,Solarczyk,M,52.24,21.48,24,26.01,18,18
524,Adrian,Słupik,M,52.229,20.838,25,9.59,12,18
525,Klara,Marchlewicz,F,52.272,21.105,20,8.86,10,18
526,Kornel,Hawrylak,M,52.278,21.263,31,17.03,15,18
527,Aleksander,Nieradzik,M,52.23,21.146,29,8.81,18,18
528,Karol,Wylegała,M,52.085,21.072,25,9.36,1,18
529,Krystyna,Mesjasz,F,52.202,20.899,33,5.15,13,18
530,Marcin,Pałyga,M,52.255,20.933,33,6.09,14,18
531,Aleksander,Rzucidło,M,52.259,20.872,29,9.36,11,18
532,Ryszard,Drzał,M,51.975,21.047,21,13.6,5,18
533,Tymon,Osik,M,52.269,21.038,30,5.36,6,18
534,Ignacy,Grzech,M,52.229,20.956,22,3.66,5,18
535,Alan,Ciuruś,M,52.007,20.793,39,19.95,19,18
536,Fabian,Kucab,M,52.066,21.143,24,13.84,5,18
537,Ewelina,Poczta,F,52.138,21.075,24,6.87,2,18
538,Jędrzej,Uzar,M,52.111,20.818,34,13.54,2,18
539,Hubert,Leszczak,M,52.036,21.215,20,18.95,13,18
540,Natan,Niedojadło,M,52.17,20.878,24,7.62,19,18
541,Kornelia,Dydo,F,52.233,21.094,40,6.31,11,19
542,Sylwia,Salwin,F,52.16,21.266,32,15.32,12,19
543,Borys,Skupin,M,52.277,20.679,31,19.89,20,19
544,Gustaw,Sobków,M,52.344,20.981,39,8.12,20,19
545,Marcin,Kik,M,52.072,20.843,34,14.25,3,19
546,Aleks,Sommer,M,52.23,21.181,32,10.56,17,19
547,Natan,Łaskawiec,M,52.173,20.879,22,7.37,17,19
548,Olaf,Bazydło,M,52.168,21.179,21,10.53,10,19
549,Piotr,Kinal,M,52.213,20.902,27,5.57,17,19
550,Marcin,Drążyk,M,52.257,21.252,23,15.45,6,19
551,Gabriel,Koterba,M,52.287,21.143,34,11.49,1,19
552,Karina,Pastucha,F,52.207,21.323,25,16.5,8,19
553,Michał,Łuczkiewicz,M,52.212,20.96,21,2.57,14,19
554,Aniela,Kossak,F,52.226,20.805,36,11.04,3,19
555,Patryk,Balas,M,52.54,20.705,21,31.77,9,19
556,Kazimierz,Durma,M,52.259,21.158,20,10.87,6,19
557,Wojciech,Szlachcic,M,52.165,21.169,22,10.18,2,19
558,Michał,Filas,M,52.423,20.853,39,18.5,8,19
559,Bianka,Długajczyk,F,52.256,20.992,32,3.23,8,19
560,Fabian,Smektała,M,52.179,20.83,36,9.54,10,19
561,Kaja,Ceran,F,52.034,21.07,38,11.77,5,19
562,Nela,Ziniewicz,F,52.341,20.668,35,23.65,10,19
563,Jacek,Gonsior,M,52.342,21.224,22,18.3,7,19
564,Adrian,Szkoła,M,52.322,20.678,35,22.21,14,19
565,Bruno,Chołody,M,52.265,21.031,23,4.82,20,19
566,Julianna,Pietraś,F,52.101,20.844,23,12.77,19,19
567,Patryk,Bas,M,52.245,21.186,30,11.55,2,19
568,Roksana,Baś,F,52.247,20.781,37,13.27,15,19
569,Olaf,Kiszczak,M,52.409,21.021,35,11.51,15,19
570,Monika,Kowalak,F,52.242,20.853,35,9.45,8,19
571,Marcin,Ludwiniak,M,52.319,21.086,32,10.25,16,20
572,Anastazja,Wardzała,F,52.26,21.184,25,12.22,10,20
573,Eliza,Wizner,F,52.251,21.231,26,14.09,12,20
574,Józef,Zegar,M,52.081,20.943,26,8.83,1,20
575,Aurelia,Durlej,F,52.23,20.899,28,6.58,14,20
576,Eryk,Utrata,M,52.184,21.261,29,13.85,17,20
577,Marcin,Jamroz,M,52.105,21.336,40,21.55,19,20
578,Tola,Lenc,F,52.283,20.842,34,12.08,15,20
579,Dariusz,Latacz,M,52.203,21.178,37,9.04,4,20
580,Oliwier,Prucnal,M,52.205,20.914,23,4.57,14,20
581,Antoni,Wójcikiewicz,M,52.21,21.166,32,8.77,8,20
582,Krzysztof,Kozubal,M,52.031,20.761,38,20.43,12,20
583,pani,Anna,M,52.007,20.802,22,19.57,20,20
584,Ewelina,Związek,F,52.293,20.892,28,10.08,3,20
585,Anastazja,Tomzik,F,52.167,20.881,29,7.59,5,20
586,Melania,Sędek,F,52.227,21.018,26,2.28,8,20
587,Przemysław,Solarek,M,52.231,21.073,37,5.24,6,20
588,Jeremi,Mich,M,52.407,20.892,25,15.75,13,20
589,Nicole,Watras,M,52.019,21.222,26,20.15,1,20
590,Jerzy,Błądek,M,52.133,20.905,31,8.12,16,20
591,Aleksander,Szram,M,52.324,20.999,28,6.22,10,20
592,Daniel,Czuj,M,52.355,21.628,25,39.15,4,20
593,Urszula,Szmalec,F,52.184,21.062,23,3.88,18,20
594,Cezary,Batóg,M,52.062,20.7,22,21.9,7,20
595,Emil,Kidoń,M,52.26,21.011,34,3.54,6,20
596,Aurelia,Buchalik,F,52.029,20.591,21,29.02,5,20
597,Borys,Solarek,M,52.229,20.943,34,4.29,20,20
598,Alan,Polewka,M,52.283,21.149,36,11.56,18,20
599,Kacper,Grupa,M,52.16,21.154,34,9.68,16,20
600,Michał,Szyba,M,52.271,21.104,37,8.73,20,20
601,Lidia,Młyńczak,F,52.275,21.257,26,16.59,15,21
602,Jeremi,Wawrzyczek,M,52.177,21.07,27,4.65,12,21
603,Ryszard,Skomra,M,52.195,21.244,35,12.45,8,21
604,Jacek,Molek,M,52.08,20.921,30,9.99,1,21
605,Gustaw,Czerepak,M,52.092,21.083,23,9.56,9,21
606,Cezary,Krefta,M,52.139,21.166,34,11.36,19,21
607,Jan,Zbylut,M,52.062,21.009,25,7.34,6,21
608,Dorota,Banak,F,52.309,20.926,22,9.17,3,21
609,Aurelia,Warchał,F,52.172,20.633,23,19.74,13,21
610,Roksana,Rubacha,F,52.049,20.729,23,21.12,13,21
611,Nela,Grzenia,F,52.198,21.021,26,1.11,2,21
612,Damian,Szymanik,M,52.132,20.889,30,8.95,16,21
613,Eryk,Nowek,M,52.15,21.278,27,16.39,17,21
614,Melania,Roch,F,52.385,21.129,22,15.69,17,21
615,Tymoteusz,Jargieło,M,52.255,20.897,25,7.88,6,21
616,Adam,Fac,M,52.241,21.241,25,14.12,10,21
617,Ida,Flieger,F,52.139,20.857,27,10.19,16,21
618,Alan,Pałęga,M,52.172,21.249,22,13.85,8,21
619,Marcel,Powała,M,52.026,20.776,36,19.87,8,21
620,Jacek,Biernacik,M,52.097,20.978,32,6.22,9,21
621,Gabriel,Prokopiak,M,52.174,20.961,38,3.27,13,21
622,Witold,Brojek,M,52.239,21.377,39,20.81,6,21
623,Albert,Graś,M,52.238,21.377,36,20.75,5,21
624,Monika,Małyszka,F,52.087,21.102,33,10.73,1,21
625,Patryk,Pietrusiewicz,M,52.323,20.714,26,20.43,10,21
626,Witold,Kulczak,M,52.296,20.92,31,8.79,9,21
627,Borys,Bachanek,M,52.274,20.894,36,9.02,1,21
628,Maksymilian,Nagórka,M,52.175,21.125,22,7.5,11,21
629,Patryk,Wawak,M,52.004,21.036,29,11.61,3,21
630,Justyna,Hak,F,52.202,20.835,37,8.35,9,21
631,Sara,Handke,F,52.151,20.81,29,11.96,19,22
632,Konrad,Bilik,M,51.982,20.927,38,14.54,1,22
633,Kamila,Szóstak,F,52.288,21.329,28,20.85,3,22
634,Radosław,Mały,M,52.234,20.8,39,11.72,16,22
635,Gabriel,Cięciwa,M,52.174,20.864,26,8.09,13,22
636,Łukasz,Michnik,M,52.222,20.684,39,16.94,1,22
637,Filip,Oskroba,M,52.233,21.16,28,9.69,15,22
638,Maks,Kunka,M,52.255,20.993,37,3.09,13,22
639,Mikołaj,Worach,M,52.239,21.383,32,21.11,19,22
640,Apolonia,Prystupa,F,52.199,20.853,40,7.44,14,22
641,Fabian,Baumgart,M,52.436,21.175,36,20.52,8,22
642,Jędrzej,Błaszyk,M,52.163,21.142,33,8.93,14,22
643,Maks,Drygas,M,52.287,20.973,20,5.73,6,22
644,Ernest,Dawidczyk,M,52.103,20.883,32,10.72,1,22
645,Jerzy,Durczok,M,52.295,20.965,27,6.5,5,22
646,Maks,Jarczak,M,52.12,20.637,33,22.17,9,22
647,Monika,Anders,F,52.291,21.009,39,4.97,14,22
648,Wiktor,Suchenek,M,52.029,21.254,37,21.26,13,22
649,Nela,Bazyluk,F,52.494,20.885,34,20.44,6,22
650,Albert,Pacholik,M,52.309,21.21,37,15.95,10,22
651,Fabian,Makoś,M,52.189,20.711,38,14.98,18,22
652,Krzysztof,Pelka,M,52.294,21.152,20,12.29,20,22
653,Iwo,Jeka,M,52.264,21.12,20,9.2,3,22
654,Gaja,Ekert,F,52.03,20.991,31,8.93,4,22
655,Aleksander,Tyczka,M,52.16,20.961,29,3.94,13,22
656,Mariusz,Sugier,M,52.101,20.764,27,16.76,15,22
657,Sandra,Burczak,F,52.371,21.038,28,10.43,20,22
658,Przemysław,Małota,M,52.232,20.788,25,12.21,12,22
659,Ryszard,Staniaszek,M,52.321,21.185,33,15.27,17,22
660,Lidia,Bacia,F,52.245,20.832,23,10.67,10,22
661,Antoni,Baś,M,52.073,21.213,34,16.99,8,23
662,Adrianna,Witkowicz,F,52.124,21.14,30,10.8,1,23
663,Nikodem,Rosołek,M,52.044,21.014,37,8.49,8,23
664,Emil,Perlik,M,52.398,20.96,25,11.92,14,23
665,Gaja,Broniek,F,52.087,20.608,34,25.25,3,23
666,Sandra,Budner,F,52.185,21.225,28,11.98,13,23
667,Wojciech,Karpeta,M,52.223,21.192,34,10.77,7,23
668,Krystian,Baumgart,M,52.3,21.13,33,11.5,17,23
669,Nataniel,Kohut,M,52.157,20.768,38,13.78,8,23
670,Bianka,Pleśniak,F,52.191,20.758,25,12.56,5,23
671,Bianka,Pachla,F,52.274,20.982,39,4.59,2,23
672,Sandra,Nowotka,F,52.146,20.895,30,7.97,4,23
673,Wiktor,Łachut,M,52.133,21.136,35,10.16,8,23
674,Olaf,Korbut,M,52.282,21.221,22,15.16,19,23
675,Maks,Latacz,M,52.161,21.175,40,10.72,16,23
676,Juliusz,Salach,M,52.226,21.022,34,2.43,19,23
677,Mateusz,Bartela,M,52.196,21.232,28,11.81,12,23
678,Cyprian,Mosiołek,M,52.233,21.225,34,12.93,16,23
679,Tobiasz,Ćwierz,M,52.198,20.778,33,11.2,18,23
680,Ida,Powązka,F,52.144,21.317,38,18.63,1,23
681,Tobiasz,Związek,M,52.182,20.977,36,2.02,17,23
682,Paweł,Rodzeń,M,52.395,21.177,27,18.62,1,23
683,Melania,Pachuta,F,52.179,21.078,39,4.92,6,23
684,Leon,Kolber,M,52.292,21.04,26,6.62,5,23
685,Anita,Szałata,F,52.353,20.787,40,18.31,7,23
686,Damian,Kuboń,M,52.288,20.859,28,11.45,10,23
687,Stanisław,Sromek,M,52.284,20.754,36,16.48,3,23
688,Filip,Kalarus,M,52.237,21.134,32,8.57,8,23
689,Fabian,Lamch,M,52.27,21.335,40,20.3,12,23
690,Olaf,Pęksa,M,52.207,21.082,31,4.43,15,23
691,Klara,Łągiewka,F,52.248,21.013,25,3.08,16,24
692,Hubert,Bembenek,M,52.112,20.87,29,10.88,20,24
693,Julita,Bors,F,52.218,21.051,32,3.48,17,24
694,Dariusz,Pałgan,M,52.207,21.159,21,8.3,3,24
695,Albert,Indyka,M,52.221,20.723,29,14.86,10,24
696,Gaja,Prucnal,F,52.14,21.146,29,10.31,1,24
697,Miłosz,Ochnio,M,52.165,20.918,31,5.83,5,24
698,Kamil,Damps,M,52.341,21.044,22,9.28,1,24
699,Bruno,Kosz,M,52.2,21.061,27,3.06,20,24
700,Konstanty,Czuj,M,52.084,21.274,33,19.52,20,24
701,Malwina,Dolega,F,52.23,20.831,38,9.97,3,24
702,Karina,Miętka,F,52.219,21.186,27,10.26,17,24
703,Iwo,Łukowiak,M,52.216,21.03,37,2.3,13,24
704,Paweł,Litwinowicz,M,52.132,20.812,39,12.79,17,24
705,Artur,Sklorz,M,52.237,20.974,23,3.13,12,24
706,Emil,Lindner,M,52.222,20.789,21,11.66,9,24
707,Kaja,Boruń,F,52.196,20.947,32,2.82,3,24
708,Ignacy,Piersa,M,52.306,21.032,38,6.9,4,24
709,Bartek,Lisoń,M,52.047,20.753,24,19.99,10,24
710,Aleks,Godyń,M,52.111,20.893,30,9.81,5,24
711,Błażej,Dziugieł,M,52.087,21.336,30,22.44,6,24
712,Alex,Drewicz,M,52.468,20.901,28,18.36,9,24
713,Stefan,Sawko,M,52.089,21.38,22,24.57,12,24
714,Cyprian,Wawrzyczek,M,52.226,20.968,25,2.89,2,24
715,Oliwier,Minkiewicz,M,52.338,21.023,34,8.07,19,24
716,Natan,Bork,M,52.191,20.978,26,1.52,3,24
717,Dominik,Maciejko,M,52.153,20.865,36,9.09,8,24
718,Janina,Jakiel,F,52.112,20.798,31,14.5,17,24
719,Oskar,Toczko,M,52.138,20.984,21,3.92,10,24
720,Kamil,Zbrożek,M,52.195,21.154,26,7.98,1,24
721,Tymoteusz,Hampel,M,52.073,20.81,30,15.85,14,25
722,Mateusz,Kapciak,M,52.167,21.067,25,5.0,16,25
723,Jerzy,Małota,M,52.147,21.241,27,14.68,6,25
724,Blanka,Wojtalewicz,F,52.412,20.889,29,16.16,19,25
725,Antoni,Bondyra,M,52.503,20.824,22,23.97,16,25
726,Norbert,Janiszek,M,52.269,20.995,30,3.69,5,25
727,Arkadiusz,Kolka,M,52.154,20.73,23,15.83,7,25
728,Kamila,Jaśkowiec,F,52.461,21.075,22,16.76,14,25
729,Marika,Więcławek,F,52.305,21.113,40,10.9,14,25
730,Klara,Nieradzik,F,52.137,20.972,36,4.6,4,25
731,Róża,Sieg,F,52.085,20.74,20,18.76,18,25
732,Iwo,Grębowiec,M,52.246,21.202,29,12.42,14,25
733,Ernest,Peszko,M,52.297,20.858,20,11.96,9,25
734,Rozalia,Hanusiak,F,52.055,21.112,22,12.82,16,25
735,Malwina,Pieczyrak,F,52.231,21.336,34,18.34,4,25
736,Maciej,Synak,M,52.269,20.976,29,4.65,6,25
737,Igor,Reiter,M,52.36,20.765,24,19.77,5,25
738,Rozalia,Kalinka,F,52.223,20.839,21,9.2,7,25
739,Mariusz,Matulka,M,52.383,21.112,27,14.74,14,25
740,Ada,Kruś,F,52.357,21.184,20,17.09,12,25
741,Monika,Siwka,F,52.269,20.743,30,16.3,11,25
742,Nataniel,Oleśkiewicz,M,52.125,20.624,27,22.54,1,25
743,Jan,Szok,M,52.324,21.353,28,23.84,3,25
744,Arkadiusz,Kluczek,M,52.159,20.971,38,3.48,6,25
745,Nataniel,Kielich,M,52.249,21.077,25,6.28,17,25
746,Łukasz,Kuk,M,51.971,20.771,36,22.89,19,25
747,Ryszard,Raźniak,M,52.339,21.035,35,8.65,5,25
748,Nicole,Fronczek,M,52.185,21.197,32,10.6,15,25
749,Olaf,Hajdasz,M,52.264,20.984,31,4.01,11,25
750,Wiktor,Suchojad,M,52.393,20.545,27,32.42,7,25
751,Aleksander,Masłoń,M,52.217,20.722,38,14.73,11,26
752,Ryszard,Różak,M,52.14,21.35,25,20.46,18,26
753,Anastazja,Borysiewicz,F,52.135,21.021,25,4.3,20,26
754,Tobiasz,Ślebioda,M,52.335,20.862,37,13.65,13,26
755,Sara,Kazberuk,F,52.159,20.977,34,3.21,1,26
756,Wojciech,Sędek,M,52.233,20.989,30,2.21,17,26
757,Julian,Grodek,M,52.203,20.672,27,16.6,13,26
758,Roksana,Pędzik,F,52.286,21.398,33,24.21,2,26
759,Malwina,Słoboda,F,52.079,20.782,30,16.94,12,26
760,Melania,Goliszek,F,52.344,20.664,38,23.98,4,26
761,Anita,Rozynek,F,52.077,21.117,21,11.99,16,26
762,Paweł,Forma,M,52.206,20.596,27,20.54,3,26
763,Adam,Kiepura,M,52.294,21.062,30,7.82,11,26
764,Sandra,Grosz,F,52.19,21.063,31,3.68,15,26
765,Norbert,Demiańczuk,M,52.283,20.889,27,9.7,9,26
766,Bartek,Jasnoch,M,52.338,20.911,23,11.32,12,26
767,Leon,Maculewicz,M,52.33,20.836,40,14.67,1,26
768,Przemysław,Hrynkiewicz,M,52.135,21.101,26,8.33,20,26
769,Sonia,Konsek,F,52.199,20.991,21,0.51,8,26
770,Kornelia,Startek,F,52.154,20.986,38,3.0,16,26
771,Karol,Magier,M,52.173,21.237,32,13.18,1,26
772,Maciej,Krzyśko,M,52.031,21.099,27,13.41,9,26
773,Mariusz,Ratka,M,52.198,21.152,25,7.68,14,26
774,Daniel,Achtelik,M,52.075,21.008,30,6.65,20,26
775,Natan,Jarosik,M,52.223,21.143,32,8.29,10,26
776,Mateusz,Gasik,M,52.382,20.703,21,23.94,2,26
777,Ida,Kołaczek,F,52.125,21.115,27,9.47,8,26
778,Borys,Miśko,M,52.022,20.805,32,18.62,2,26
779,Adrian,Filusz,M,52.169,20.881,35,7.51,8,26
780,Nela,Wojtak,F,52.189,21.095,26,5.3,14,26
781,Aurelia,Kuba,F,52.211,21.062,30,3.65,17,27
782,Marcelina,Latek,F,52.178,21.145,27,8.35,4,27
783,Karol,Wochna,M,52.063,20.766,27,18.51,11,27
784,Adam,Janasik,M,52.104,20.974,28,6.09,11,27
785,Kalina,Pawela,F,52.198,20.851,24,7.58,20,27
786,Marcelina,Łapot,F,52.151,20.971,22,3.92,1,27
787,Mikołaj,Kurzaj,M,52.203,20.998,31,0.28,9,27
788,Przemysław,Cader,M,52.255,20.846,31,10.47,15,27
789,Damian,Obarzanek,M,52.223,21.159,36,9.12,11,27
790,Arkadiusz,Sojda,M,52.266,21.139,40,10.21,15,27
791,Ada,Janasik,F,52.238,21.129,27,8.33,13,27
792,Bartek,Durlik,M,52.39,20.999,34,9.54,10,27
793,Jacek,Wiech,M,52.335,20.758,29,18.83,17,27
794,Kajetan,Dylik,M,52.175,20.903,21,6.12,19,27
795,Artur,Sierota,M,52.189,20.605,34,20.29,12,27
796,Fryderyk,Bitner,M,52.212,21.275,22,14.35,16,27
797,Janina,Senger,F,52.16,21.09,30,6.47,19,27
798,Marika,Horbacz,F,52.098,21.28,38,19.07,18,27
799,Rafał,Sromek,M,52.166,21.079,35,5.66,1,27
800,Kornel,Maślach,M,52.229,21.078,40,5.37,9,27
801,Urszula,Thomas,F,52.215,21.159,23,8.72,4,27
802,Kazimierz,Lulek,M,52.179,21.086,27,5.32,14,27
803,Andrzej,Martyn,M,52.107,21.058,21,7.57,16,27
804,Kajetan,Kastelik,M,52.148,21.072,26,6.18,5,27
805,Marcel,Barczuk,M,52.147,20.833,36,10.97,2,27
806,Leon,Trzos,M,52.217,21.215,36,11.59,6,27
807,Wiktor,Pietraszkiewicz,M,52.087,21.134,40,12.31,10,27
808,Agnieszka,Sobel,F,52.047,21.057,33,10.53,17,27
809,Iwo,Goliasz,M,51.962,21.068,28,15.32,13,27
810,Kalina,Puc,F,52.257,21.14,20,9.84,5,27
811,Eryk,Tylus,M,52.45,20.924,39,16.27,10,28
812,Liwia,Fijałek,F,52.219,20.968,34,2.54,8,28
813,Tadeusz,Płodzień,M,52.032,20.886,40,14.1,12,28
814,Ewa,Kubanek,F,52.186,21.001,40,0.72,4,28
815,Fryderyk,Zyzik,M,52.152,20.875,34,8.66,6,28
816,Róża,Chachuła,F,52.203,20.993,26,0.54,17,28
817,Aniela,Bors,F,52.443,21.345,35,29.37,10,28
818,Apolonia,Chomik,F,52.034,21.039,26,10.27,5,28
819,Tobiasz,Skiepko,M,52.176,21.227,31,12.58,20,28
820,Emil,Kwak,M,52.157,21.157,37,10.0,20,28
821,Janina,Lemke,F,52.246,20.928,36,5.93,11,28
822,Radosław,Ryszkiewicz,M,52.337,21.055,25,9.56,13,28
823,Anita,Kastelik,F,52.101,21.071,29,8.49,16,28
824,Adam,Bródka,M,52.143,21.062,32,5.97,20,28
825,Tymoteusz,Celuch,M,52.239,21.112,32,7.56,2,28
826,Olaf,Filiks,M,52.105,21.17,31,13.28,12,28
827,Janina,Wrochna,F,52.209,21.208,37,10.83,18,28
828,Olgierd,Muskała,M,52.323,20.77,35,17.63,18,28
829,Kornel,Zyzik,M,52.125,20.813,35,13.11,2,28
830,Sonia,Guziak,F,52.164,20.965,30,3.52,4,28
831,Maurycy,Zachwieja,M,52.259,20.738,39,16.07,1,28
832,Karol,Ciesielka,M,52.235,20.778,22,12.84,14,28
833,Ewa,Jankowicz,F,51.878,21.143,20,23.25,4,28
834,Nela,Zubowicz,F,52.03,21.009,39,8.95,10,28
835,Kornelia,Sporysz,F,52.265,21.028,39,4.63,9,28
836,Damian,Bek,M,52.115,20.679,27,20.31,3,28
837,Kaja,Kukuczka,F,52.18,20.942,38,3.89,14,28
838,Albert,Watras,M,52.183,20.596,25,21.04,16,28
839,Maurycy,Gabara,M,52.259,21.029,36,4.43,1,28
840,Robert,Hirsch,M,52.142,20.901,28,7.85,2,28
841,Nela,Czermak,F,52.083,21.13,40,12.33,5,29
842,Paweł,Pastor,M,52.279,20.911,34,8.39,16,29
